Date,Daily Mean PM10 Concentration,Daily AQI Value
2016-03-11,40.33,36.4
2016-03-12,58.58,51.3
2016-03-13,27.67,25.6
2016-03-14,41.25,38.0
2016-03-15,39.92,36.6
2016-03-16,39.92,36.9
2016-03-17,47.17,42.1
2016-03-18,43.67,39.8
2016-03-19,34.17,31.7
2016-03-20,33.92,31.4
2016-03-21,36.25,33.2
2016-03-22,66.08,56.0
2016-03-23,32.75,30.3
2016-03-24,31.58,29.2
2016-03-25,32.5,30.2
2016-03-26,30.92,28.5
2016-03-27,27.25,25.2
2016-03-28,46.08,41.6
2016-03-29,76.42,61.5
2016-03-30,31.67,29.3
2016-03-31,30.17,27.8
2016-04-01,31.92,29.5
2016-04-02,27.0,25.1
2016-04-03,24.92,23.1
2016-04-04,37.92,34.5
2016-04-05,43.75,40.1
2016-04-06,47.25,42.5
2016-04-07,80.25,63.2
2016-04-08,12.58,11.6
2016-04-09,10.08,9.1
2016-04-10,11.25,10.2
2016-04-11,10.67,9.7
2016-04-12,16.5,15.2
2016-04-13,18.75,17.6
2016-04-14,21.0,19.6
2016-04-15,101.92,74.2
2016-04-16,17.5,16.4
2016-04-17,13.25,12.2
2016-04-18,19.92,18.5
2016-04-19,27.58,25.7
2016-04-20,33.5,31.0
2016-04-21,37.0,34.1
2016-04-22,34.17,31.7
2016-04-23,32.83,30.4
2016-04-24,24.33,22.7
2016-04-25,107.0,76.8
2016-04-26,65.08,55.8
2016-04-27,36.08,33.4
2016-04-28,48.33,44.8
2016-04-29,31.83,29.6
2016-04-30,30.33,28.2
2016-05-01,21.0,19.5
2016-05-02,24.5,22.8
2016-05-03,27.67,25.8
2016-05-04,39.83,36.7
2016-05-05,51.0,46.2
2016-05-06,24.17,22.2
2016-05-07,12.5,11.3
2016-05-08,10.5,9.6
2016-05-09,20.92,19.5
2016-05-10,26.33,24.4
2016-05-11,32.25,29.7
2016-05-12,35.25,32.8
2016-05-13,39.17,35.9
2016-05-14,25.0,23.2
2016-05-15,21.75,20.1
2016-05-16,24.75,22.8
2016-05-17,67.17,54.2
2016-05-18,18.25,16.9
2016-05-19,21.75,20.2
2016-05-20,42.0,38.8
2016-05-21,32.17,29.8
2016-05-22,32.17,29.8
2016-05-23,37.25,34.5
2016-05-24,32.42,30.0
2016-05-25,35.5,32.9
2016-05-26,61.17,53.4
2016-05-27,43.67,39.8
2016-05-28,36.42,33.6
2016-05-29,23.92,22.1
2016-05-30,25.92,24.1
2016-05-31,42.67,38.8
2016-06-01,38.83,36.1
2016-06-02,42.75,39.2
2016-06-03,44.58,40.7
2016-06-04,40.0,36.8
2016-06-05,39.25,36.4
2016-06-06,48.82,44.5
2016-06-07,50.08,43.9
2016-06-08,53.0,48.5
2016-06-09,42.42,39.2
2016-06-10,42.25,39.2
2016-06-11,30.08,27.8
2016-06-12,25.83,23.8
2016-06-13,28.67,26.7
2016-06-14,36.92,33.2
2016-06-15,34.17,31.5
2016-06-16,56.67,48.4
2016-06-17,42.83,37.8
2016-06-18,36.33,33.2
2016-06-19,27.64,25.7
2016-06-20,51.18,45.6
2016-06-21,54.18,48.5
2016-06-22,42.27,38.8
2016-06-23,67.0,56.5
2016-06-24,42.18,38.1
2016-06-25,41.73,38.5
2016-06-26,36.55,33.8
2016-06-27,57.45,50.8
2016-06-28,52.36,44.7
2016-06-29,50.64,44.8
2016-06-30,38.67,33.0
2016-07-01,15.3,14.2
2016-07-02,18.55,17.4
2016-07-03,23.09,21.2
2016-07-04,22.55,20.7
2016-07-05,25.73,23.7
2016-07-06,50.0,44.9
2016-07-07,30.0,27.7
2016-07-08,31.73,29.2
2016-07-09,25.55,23.5
2016-07-10,23.0,21.3
2016-07-11,43.55,39.5
2016-07-12,37.82,34.5
2016-07-13,39.55,36.1
2016-07-14,39.82,36.2
2016-07-15,43.91,40.5
2016-07-16,48.09,44.0
2016-07-17,33.55,31.0
2016-07-18,42.36,37.6
2016-07-19,77.27,59.3
2016-07-20,31.36,28.9
2016-07-21,25.64,23.6
2016-07-22,91.27,68.6
2016-07-23,50.64,45.3
2016-07-24,36.91,34.1
2016-07-25,26.91,24.9
2016-07-26,36.45,33.3
2016-07-27,54.0,47.8
2016-07-28,39.82,36.8
2016-07-29,79.73,61.7
2016-07-30,28.82,26.6
2016-07-31,21.91,20.4
2016-08-01,52.18,46.1
2016-08-02,19.6,18.2
2016-08-03,17.73,16.5
2016-08-04,18.64,17.3
2016-08-05,17.36,16.0
2016-08-06,18.45,17.2
2016-08-07,20.91,19.5
2016-08-08,29.09,26.7
2016-08-09,55.09,47.4
2016-08-10,26.64,24.5
2016-08-11,16.55,15.5
2016-08-12,19.82,18.5
2016-08-13,37.27,31.4
2016-08-14,37.73,33.8
2016-08-15,29.27,27.1
2016-08-16,42.73,39.0
2016-08-17,36.64,33.1
2016-08-18,22.82,21.3
2016-08-19,34.64,31.9
2016-08-20,38.91,35.6
2016-08-21,42.45,35.9
2016-08-22,23.27,21.5
2016-08-23,14.82,13.8
2016-08-24,38.45,33.1
2016-08-25,25.82,23.9
2016-08-26,18.36,17.0
2016-08-27,16.27,15.2
2016-08-28,17.27,16.1
2016-08-29,24.55,22.7
2016-08-30,32.64,30.2
2016-08-31,37.82,32.6
2016-09-01,48.0,40.8
2016-09-02,29.73,27.5
2016-09-03,25.45,23.5
2016-09-04,23.64,21.9
2016-09-05,32.0,29.5
2016-09-06,56.27,49.6
2016-09-07,20.09,18.7
2016-09-08,14.55,13.5
2016-09-09,25.09,23.3
2016-09-10,30.27,27.8
2016-09-11,28.0,25.9
2016-09-12,27.55,25.4
2016-09-13,36.27,33.6
2016-09-14,31.27,28.8
2016-09-15,36.73,33.9
2016-09-16,40.64,37.3
2016-09-17,35.36,32.8
2016-09-18,32.55,30.2
2016-09-19,49.64,43.8
2016-09-20,30.36,28.2
2016-09-21,25.64,23.6
2016-09-22,15.5,14.3
2016-09-23,89.09,67.8
2016-09-24,33.18,30.7
2016-09-25,18.64,17.4
2016-09-26,50.55,44.4
2016-09-27,89.73,66.9
2016-09-28,56.18,48.0
2016-09-29,16.64,15.3
2016-09-30,16.2,14.9
2016-10-01,19.0,17.5
2016-10-02,15.6,14.6
2016-10-03,25.5,23.6
2016-10-04,34.6,32.2
2016-10-05,33.3,30.4
2016-10-06,38.0,34.7
2016-10-07,38.5,35.2
2016-10-08,37.4,34.5
2016-10-09,19.7,18.3
2016-10-10,34.7,31.8
2016-10-11,36.9,33.8
2016-10-12,38.2,34.2
2016-10-13,42.3,38.1
2016-10-14,45.2,40.4
2016-10-15,39.8,36.2
2016-10-16,30.1,27.8
2016-10-17,38.3,35.3
2016-10-18,46.9,42.2
2016-10-19,44.7,40.1
2016-10-20,50.2,43.3
2016-10-21,61.7,52.8
2016-10-22,44.9,41.2
2016-10-23,39.8,36.7
2016-10-24,54.8,47.9
2016-10-25,34.8,31.7
2016-10-26,34.33,31.3
2016-10-27,47.11,43.0
2016-10-28,48.7,43.9
2016-10-29,35.2,32.5
2016-10-30,29.0,26.9
2016-10-31,35.3,32.1
2016-11-01,34.5,31.8
2016-11-02,42.6,38.9
2016-11-03,49.4,45.2
2016-11-04,15.3,14.1
2016-11-05,14.9,13.8
2016-11-06,16.9,15.7
2016-11-07,25.1,23.4
2016-11-08,23.7,21.9
2016-11-09,22.0,20.4
2016-11-10,22.0,20.4
2016-11-11,21.1,19.7
2016-11-12,22.9,21.4
2016-11-13,24.8,23.0
2016-11-14,37.4,34.2
2016-11-15,42.3,37.9
2016-11-16,54.7,47.4
2016-11-17,80.2,62.2
2016-11-18,36.7,33.9
2016-11-19,45.5,40.7
2016-11-20,27.8,25.7
2016-11-21,10.2,9.3
2016-11-22,18.0,16.7
2016-11-23,19.8,18.4
2016-11-24,12.4,11.3
2016-11-25,19.8,18.4
2016-11-26,34.8,32.3
2016-11-27,27.3,24.1
2016-11-28,24.5,22.8
2016-11-29,14.6,13.5
2016-11-30,16.0,14.7
2016-12-01,19.8,18.4
2016-12-02,25.8,23.8
2016-12-03,17.1,15.8
2016-12-04,18.9,17.4
2016-12-05,31.9,29.2
2016-12-06,34.0,31.0
2016-12-07,34.4,31.9
2016-12-08,37.2,34.4
2016-12-09,37.7,34.2
2016-12-10,37.5,34.7
2016-12-11,31.2,28.8
2016-12-12,35.6,32.8
2016-12-13,39.5,35.8
2016-12-14,35.4,32.2
2016-12-15,39.8,35.3
2016-12-16,17.5,16.1
2016-12-17,79.9,63.1
2016-12-18,21.6,19.9
2016-12-19,24.3,22.2
2016-12-20,34.5,30.7
2016-12-21,28.6,26.4
2016-12-22,6.3,5.9
2016-12-23,8.2,7.5
2016-12-24,13.0,12.1
2016-12-25,10.6,9.6
2016-12-26,12.8,11.8
2016-12-27,19.3,17.8
2016-12-28,25.5,23.7
2016-12-29,20.7,19.2
2016-12-30,13.7,12.6
2016-12-31,10.7,9.7
2017-01-01,8.1,7.3
2017-01-02,7.3,6.7
2017-01-03,14.5,13.4
2017-01-04,20.56,19.0
2017-01-05,17.0,15.8
2017-01-06,18.38,17.0
2017-01-07,18.12,16.6
2017-01-08,17.12,15.9
2017-01-09,27.0,24.9
2017-01-10,23.67,22.0
2017-01-11,24.4,22.6
2017-01-12,20.3,18.8
2017-01-13,32.2,29.6
2017-01-14,18.7,17.3
2017-01-15,8.0,7.1
2017-01-16,11.9,10.9
2017-01-17,20.5,19.0
2017-01-18,20.0,18.6
2017-01-19,17.6,16.5
2017-01-20,9.2,8.4
2017-01-21,9.89,8.9
2017-01-22,17.78,16.6
2017-01-23,11.22,10.2
2017-01-24,9.22,8.4
2017-01-25,14.2,13.1
2017-01-26,13.2,12.3
2017-01-27,11.9,10.9
2017-01-28,14.1,12.9
2017-01-29,13.2,12.3
2017-01-30,24.1,21.6
2017-01-31,30.11,27.3
2017-02-01,29.89,27.6
2017-02-02,30.78,28.2
2017-02-03,33.67,30.4
2017-02-04,26.11,24.1
2017-02-05,23.11,21.3
2017-02-06,34.11,31.0
2017-02-07,26.11,23.9
2017-02-08,29.67,27.2
2017-02-09,33.78,31.0
2017-02-10,37.33,34.6
2017-02-11,26.56,24.6
2017-02-12,12.11,11.1
2017-02-13,20.67,19.1
2017-02-14,24.89,23.2
2017-02-15,22.11,20.4
2017-02-16,24.89,23.1
2017-02-17,43.78,40.0
2017-02-18,18.11,17.0
2017-02-19,5.33,5.2
2017-02-20,10.33,9.4
2017-02-21,13.89,12.7
2017-02-22,13.88,12.8
2017-02-23,20.11,18.8
2017-02-24,18.78,17.4
2017-02-25,15.67,14.6
2017-02-26,14.78,13.7
2017-02-27,17.0,15.9
2017-02-28,7.33,6.8
2017-03-01,8.89,8.1
2017-03-02,11.44,10.4
2017-03-03,27.33,25.1
2017-03-04,26.11,24.0
2017-03-05,17.89,16.8
2017-03-06,24.22,22.2
2017-03-07,24.56,22.7
2017-03-08,29.44,27.3
2017-03-09,31.67,28.9
2017-03-10,31.78,29.1
2017-03-11,25.78,23.9
2017-03-12,25.0,23.2
2017-03-13,30.78,28.3
2017-03-14,34.44,31.8
2017-03-15,36.33,33.0
2017-03-16,33.11,30.6
2017-03-17,35.89,33.0
2017-03-18,31.78,29.4
2017-03-19,27.56,25.4
2017-03-20,37.22,34.0
2017-03-21,33.0,30.5
2017-03-22,49.0,43.8
2017-03-23,16.3,15.2
2017-03-24,20.91,19.4
2017-03-25,20.18,18.8
2017-03-26,16.36,15.2
2017-03-27,26.73,24.6
2017-03-28,13.18,12.2
2017-03-29,20.73,19.2
2017-03-30,95.09,70.7
2017-03-31,75.3,60.7
2017-04-01,27.3,25.2
2017-04-02,26.2,24.1
2017-04-03,42.9,38.5
2017-04-04,18.0,16.7
2017-04-05,22.7,21.1
2017-04-06,32.4,30.1
2017-04-07,36.8,33.6
2017-04-08,31.9,29.5
2017-04-09,30.0,27.9
2017-04-10,37.5,34.7
2017-04-11,41.0,37.8
2017-04-12,41.7,38.5
2017-04-13,41.09,37.7
2017-04-14,39.18,36.1
2017-04-15,31.91,29.6
2017-04-16,33.0,30.6
2017-04-17,38.0,34.9
2017-04-18,34.73,32.3
2017-04-19,27.82,25.6
2017-04-20,37.73,33.5
2017-04-21,34.73,32.0
2017-04-22,32.45,30.3
2017-04-23,36.18,33.5
2017-04-24,36.73,33.6
2017-04-25,70.36,58.5
2017-04-26,26.09,24.2
2017-04-27,41.27,38.0
2017-04-28,76.18,59.9
2017-04-29,18.45,17.2
2017-04-30,20.91,19.3
2017-05-01,30.09,27.9
2017-05-02,36.55,33.7
2017-05-03,33.91,31.4
2017-05-04,37.0,34.1
2017-05-05,42.73,39.5
2017-05-06,78.45,62.5
2017-05-07,87.18,66.5
2017-05-08,38.09,35.2
2017-05-09,9.27,8.3
2017-05-10,12.6,11.6
2017-05-11,23.4,21.7
2017-05-12,27.82,25.6
2017-05-13,28.27,26.2
2017-05-14,23.73,21.9
2017-05-15,34.36,31.6
2017-05-16,46.82,43.2
2017-05-17,27.91,25.8
2017-05-18,21.82,20.4
2017-05-19,17.64,16.5
2017-05-20,23.64,21.5
2017-05-21,21.0,19.5
2017-05-22,30.09,27.8
2017-05-23,30.36,28.3
2017-05-24,37.36,34.1
2017-05-25,31.36,28.8
2017-05-26,26.09,24.2
2017-05-27,29.73,26.9
2017-05-28,28.82,26.7
2017-05-29,29.36,27.2
2017-05-30,43.91,40.1
2017-05-31,37.45,34.5
2017-06-01,36.27,33.6
2017-06-02,36.82,33.9
2017-06-03,39.91,37.1
2017-06-04,30.64,28.4
2017-06-05,39.64,36.3
2017-06-06,34.09,31.6
2017-06-07,29.55,27.4
2017-06-08,43.09,38.5
2017-06-09,38.0,35.4
2017-06-10,31.0,28.8
2017-06-11,31.45,29.2
2017-06-12,29.36,27.1
2017-06-13,32.91,30.4
2017-06-14,39.82,36.6
2017-06-15,44.45,40.0
2017-06-16,43.55,39.0
2017-06-17,37.18,33.8
2017-06-18,35.64,33.1
2017-06-19,51.36,44.9
2017-06-20,60.36,52.0
2017-06-21,53.82,48.4
2017-06-22,49.36,45.2
2017-06-23,45.91,42.2
2017-06-24,42.73,39.2
2017-06-25,67.73,57.1
2017-06-26,45.64,40.9
2017-06-27,51.36,45.0
2017-06-28,47.91,43.9
2017-06-29,44.27,39.5
2017-06-30,41.64,38.2
2017-07-01,36.09,33.5
2017-07-02,33.73,31.3
2017-07-03,51.45,45.7
2017-07-04,45.09,41.2
2017-07-05,44.82,40.8
2017-07-06,50.36,45.3
2017-07-07,76.09,60.3
2017-07-08,45.55,41.6
2017-07-09,49.27,43.9
2017-07-10,47.36,43.3
2017-07-11,33.18,30.5
2017-07-12,30.82,28.5
2017-07-13,65.18,53.5
2017-07-14,68.55,54.8
2017-07-15,76.64,60.1
2017-07-16,76.73,59.0
2017-07-17,20.27,18.9
2017-07-18,29.64,26.5
2017-07-19,24.82,23.1
2017-07-20,26.09,24.1
2017-07-21,20.36,19.0
2017-07-22,20.18,18.8
2017-07-23,28.18,25.5
2017-07-24,9.1,8.2
2017-07-25,15.0,13.9
2017-07-26,21.6,20.1
2017-07-27,32.4,29.6
2017-07-28,43.73,37.2
2017-07-29,18.45,17.2
2017-07-30,14.2,13.2
2017-07-31,18.0,16.8
2017-08-01,30.09,27.3
2017-08-02,24.45,22.7
2017-08-03,27.82,25.3
2017-08-04,34.27,30.5
2017-08-05,24.27,22.5
2017-08-06,17.0,16.0
2017-08-07,27.27,25.2
2017-08-08,31.0,28.7
2017-08-09,36.82,33.8
2017-08-10,62.55,53.3
2017-08-11,30.45,28.1
2017-08-12,21.45,19.7
2017-08-13,9.73,8.7
2017-08-14,17.82,16.5
2017-08-15,25.9,23.8
2017-08-16,29.09,26.9
2017-08-17,29.91,27.7
2017-08-18,31.36,29.0
2017-08-19,25.82,23.9
2017-08-20,21.09,19.6
2017-08-21,25.45,23.7
2017-08-22,30.09,27.8
2017-08-23,85.82,65.0
2017-08-24,18.73,17.5
2017-08-25,29.45,27.3
2017-08-26,42.64,36.8
2017-08-27,47.0,38.5
2017-08-28,28.0,25.6
2017-08-29,27.36,25.4
2017-08-30,29.36,27.2
2017-08-31,35.55,32.6
2017-09-01,45.27,40.5
2017-09-02,56.36,50.2
2017-09-03,25.18,23.3
2017-09-04,25.0,23.3
2017-09-05,43.91,40.0
2017-09-06,40.82,37.4
2017-09-07,117.09,81.9
2017-09-08,71.27,58.6
2017-09-09,23.82,22.1
2017-09-10,19.18,18.0
2017-09-11,32.18,29.9
2017-09-12,37.55,34.3
2017-09-13,36.55,33.4
2017-09-14,42.64,37.0
2017-09-15,35.82,33.1
2017-09-16,30.82,28.4
2017-09-17,24.0,22.2
2017-09-18,35.55,32.0
2017-09-19,34.91,32.0
2017-09-20,34.91,32.4
2017-09-21,32.73,29.5
2017-09-22,41.27,37.6
2017-09-23,32.0,28.8
2017-09-24,23.73,21.8
2017-09-25,42.7,37.5
2017-09-26,42.4,37.9
2017-09-27,46.6,40.6
2017-09-28,46.3,41.3
2017-09-29,46.2,41.0
2017-09-30,41.1,37.8
2017-10-01,30.3,28.0
2017-10-02,41.4,37.2
2017-10-03,45.89,41.3
2017-10-04,52.0,44.9
2017-10-05,44.3,40.2
2017-10-06,51.7,45.5
2017-10-07,40.6,37.3
2017-10-08,39.7,36.7
2017-10-09,62.9,54.5
2017-10-10,50.3,43.1
2017-10-11,46.36,41.7
2017-10-12,50.82,44.7
2017-10-13,47.36,42.1
2017-10-14,40.18,37.1
2017-10-15,42.0,38.6
2017-10-16,56.0,48.2
2017-10-17,53.27,45.8
2017-10-18,56.55,49.1
2017-10-19,53.82,47.8
2017-10-20,100.91,73.6
2017-10-21,155.18,100.7
2017-10-22,56.36,49.3
2017-10-23,57.18,49.8
2017-10-24,54.73,47.4
2017-10-25,51.64,45.9
2017-10-26,56.73,49.5
2017-10-27,51.73,45.5
2017-10-28,46.18,41.7
2017-10-29,43.64,39.9
2017-10-30,58.82,50.4
2017-10-31,52.09,46.7
2017-11-01,43.91,40.3
2017-11-02,40.64,37.4
2017-11-03,39.0,36.1
2017-11-04,38.36,35.5
2017-11-05,22.0,20.3
2017-11-06,35.0,32.2
2017-11-07,44.09,39.6
2017-11-08,36.91,33.6
2017-11-09,39.64,36.1
2017-11-10,43.73,39.6
2017-11-11,40.45,36.9
2017-11-12,38.45,35.2
2017-11-13,58.45,49.5
2017-11-14,61.36,51.8
2017-11-15,64.64,53.7
2017-11-16,59.36,50.8
2017-11-17,67.64,56.3
2017-11-18,45.45,40.8
2017-11-19,30.82,28.5
2017-11-20,63.73,53.7
2017-11-21,75.18,59.7
2017-11-22,78.82,62.3
2017-11-23,38.82,35.7
2017-11-24,46.64,41.4
2017-11-25,48.45,43.2
2017-11-26,46.45,41.5
2017-11-27,78.18,61.8
2017-11-28,95.36,70.9
2017-11-29,85.55,65.8
2017-11-30,91.55,68.9
2017-12-01,94.64,70.5
2017-12-02,69.73,56.6
2017-12-03,43.82,39.5
2017-12-04,48.64,43.9
2017-12-05,72.09,58.7
2017-12-06,38.18,34.5
2017-12-07,43.18,34.5
2017-12-08,42.73,37.5
2017-12-09,36.73,32.7
2017-12-10,27.09,24.8
2017-12-11,44.45,37.8
2017-12-12,53.09,45.1
2017-12-13,53.18,46.2
2017-12-14,55.64,47.9
2017-12-15,46.36,40.8
2017-12-16,44.82,40.4
2017-12-17,23.09,21.3
2017-12-18,21.36,19.8
2017-12-19,27.09,25.2
2017-12-20,27.45,25.3
2017-12-21,63.09,52.7
2017-12-22,29.45,27.2
2017-12-23,35.09,32.4
2017-12-24,33.55,30.9
2017-12-25,36.27,33.1
2017-12-26,41.91,37.5
2017-12-27,53.36,46.1
2017-12-28,52.18,45.1
2017-12-29,49.18,42.6
2017-12-30,40.27,36.7
2017-12-31,53.45,46.3
2018-01-01,68.33,53.9
2018-01-02,49.58,42.6
2018-01-03,45.58,39.0
2018-01-04,48.67,42.4
2018-01-05,48.75,42.7
2018-01-06,45.25,40.2
2018-01-07,43.58,39.8
2018-01-08,48.5,42.7
2018-01-09,119.67,82.9
2018-01-10,12.67,11.7
2018-01-11,17.42,16.2
2018-01-12,21.0,19.5
2018-01-13,17.42,16.0
2018-01-14,17.92,16.6
2018-01-15,26.17,24.0
2018-01-16,35.58,32.5
2018-01-17,36.5,33.8
2018-01-18,33.92,31.1
2018-01-19,34.0,30.9
2018-01-20,58.33,49.5
2018-01-21,10.58,9.8
2018-01-22,18.58,17.0
2018-01-23,23.5,21.2
2018-01-24,23.58,21.3
2018-01-25,29.75,27.5
2018-01-26,40.92,37.8
2018-01-27,27.67,25.8
2018-01-28,18.08,16.6
2018-01-29,29.5,27.2
2018-01-30,37.92,33.5
2018-01-31,42.17,37.8
2018-02-01,53.83,46.8
2018-02-02,52.58,45.7
2018-02-03,45.08,40.4
2018-02-04,34.92,32.3
2018-02-05,44.67,39.7
2018-02-06,45.42,40.0
2018-02-07,33.5,30.2
2018-02-08,38.08,33.7
2018-02-09,43.33,39.0
2018-02-10,36.67,33.8
2018-02-11,51.0,44.7
2018-02-12,58.5,51.3
2018-02-13,24.58,22.8
2018-02-14,27.25,25.1
2018-02-15,7.92,7.1
2018-02-16,15.92,14.7
2018-02-17,15.33,14.2
2018-02-18,11.17,10.2
2018-02-19,55.08,47.5
2018-02-20,38.25,35.3
2018-02-21,25.0,23.2
2018-02-22,24.42,22.7
2018-02-23,25.42,23.2
2018-02-24,13.17,12.1
2018-02-25,17.67,16.5
2018-02-26,25.42,23.5
2018-02-27,30.33,27.8
2018-02-28,7.5,6.8
2018-03-01,13.42,12.3
2018-03-02,19.67,18.2
2018-03-03,18.75,17.5
2018-03-04,16.08,15.1
2018-03-05,20.09,18.6
2018-03-06,24.82,22.9
2018-03-07,32.75,29.8
2018-03-08,37.08,33.3
2018-03-09,34.08,30.6
2018-03-10,25.5,23.4
2018-03-11,8.42,7.4
2018-03-12,18.75,17.4
2018-03-13,30.0,27.7
2018-03-14,36.42,32.7
2018-03-15,34.83,31.7
2018-03-16,26.67,24.7
2018-03-17,20.17,18.8
2018-03-18,15.83,14.7
2018-03-19,22.83,21.2
2018-03-20,27.92,25.7
2018-03-21,34.92,31.9
2018-03-22,37.42,34.0
2018-03-23,21.92,20.3
2018-03-24,27.83,25.8
2018-03-25,29.42,27.2
2018-03-26,33.58,30.9
2018-03-27,26.67,24.7
2018-03-28,32.5,29.6
2018-03-29,31.83,29.4
2018-03-30,33.42,30.5
2018-03-31,32.83,30.5
2018-04-01,26.0,23.9
2018-04-02,32.31,29.5
2018-04-03,35.31,32.7
2018-04-04,41.77,38.2
2018-04-05,41.69,37.6
2018-04-06,40.77,37.5
2018-04-07,43.0,39.3
2018-04-08,40.69,37.7
2018-04-09,41.15,37.3
2018-04-10,44.62,40.5
2018-04-11,50.77,44.6
2018-04-12,157.62,104.2
2018-04-13,33.08,30.5
2018-04-14,22.46,20.8
2018-04-15,31.23,28.8
2018-04-16,45.77,41.6
2018-04-17,64.69,55.2
2018-04-18,40.08,36.8
2018-04-19,89.85,68.0
2018-04-20,54.15,48.3
2018-04-21,27.77,25.8
2018-04-22,31.62,29.3
2018-04-23,40.15,36.8
2018-04-24,41.62,38.2
2018-04-25,43.08,39.3
2018-04-26,46.62,42.5
2018-04-27,43.23,39.5
2018-04-28,44.15,40.4
2018-04-29,40.08,37.3
2018-04-30,67.75,55.6
2018-05-01,55.46,48.9
2018-05-02,30.77,28.5
2018-05-03,30.31,28.0
2018-05-04,28.54,26.5
2018-05-05,33.85,31.2
2018-05-06,33.15,30.7
2018-05-07,42.0,38.2
2018-05-08,37.85,34.3
2018-05-09,42.46,38.3
2018-05-10,40.85,36.8
2018-05-11,97.77,72.0
2018-05-12,41.77,38.2
2018-05-13,23.23,21.5
2018-05-14,31.77,29.4
2018-05-15,34.46,31.5
2018-05-16,40.85,36.7
2018-05-17,39.69,36.4
2018-05-18,49.31,45.1
2018-05-19,38.23,34.8
2018-05-20,28.23,26.2
2018-05-21,44.31,38.7
2018-05-22,38.23,35.3
2018-05-23,34.62,32.0
2018-05-24,33.85,31.3
2018-05-25,30.31,28.1
2018-05-26,59.31,52.2
2018-05-27,63.15,54.4
2018-05-28,35.0,32.4
2018-05-29,41.69,38.2
2018-05-30,33.92,31.4
2018-05-31,37.92,34.8
2018-06-01,41.83,38.8
2018-06-02,41.67,38.6
2018-06-03,36.25,33.5
2018-06-04,42.67,38.4
2018-06-05,49.08,43.8
2018-06-06,40.42,37.2
2018-06-07,40.08,37.2
2018-06-08,42.25,38.6
2018-06-09,49.0,42.0
2018-06-10,35.83,33.1
2018-06-11,51.5,44.6
2018-06-12,45.08,40.1
2018-06-13,49.0,43.1
2018-06-14,47.15,42.3
2018-06-15,48.69,43.9
2018-06-16,14.75,13.8
2018-06-17,14.83,13.8
2018-06-18,19.5,18.1
2018-06-19,26.83,24.8
2018-06-20,37.08,33.7
2018-06-21,38.15,34.5
2018-06-22,35.77,32.8
2018-06-23,50.77,45.8
2018-06-24,32.54,30.2
2018-06-25,34.92,32.1
2018-06-26,38.69,35.1
2018-06-27,36.69,33.3
2018-06-28,38.92,35.5
2018-06-29,44.62,41.3
2018-06-30,32.38,30.0
2018-07-01,22.46,21.0
2018-07-02,36.92,33.4
2018-07-03,41.69,37.9
2018-07-04,30.77,28.4
2018-07-05,74.62,58.6
2018-07-06,44.54,39.7
2018-07-07,53.54,46.2
2018-07-08,173.62,111.2
2018-07-09,240.27,143.5
2018-07-10,34.46,31.5
2018-07-11,22.67,20.9
2018-07-12,16.0,14.9
2018-07-13,22.92,21.3
2018-07-14,29.38,27.2
2018-07-15,20.92,19.4
2018-07-16,29.62,26.4
2018-07-17,36.85,33.8
2018-07-18,60.77,50.2
2018-07-19,22.62,21.1
2018-07-20,23.92,22.2
2018-07-21,91.31,66.8
2018-07-22,16.85,15.5
2018-07-23,28.62,26.5
2018-07-24,38.92,35.7
2018-07-25,38.77,35.8
2018-07-26,59.23,51.3
2018-07-27,46.23,40.9
2018-07-28,46.38,41.8
2018-07-29,36.0,33.3
2018-07-30,119.85,82.8
2018-07-31,26.17,24.3
2018-08-01,50.17,42.4
2018-08-02,140.67,92.4
2018-08-03,45.5,41.1
2018-08-04,30.08,27.8
2018-08-05,26.69,24.7
2018-08-06,36.69,33.8
2018-08-07,167.67,107.0
2018-08-08,126.42,86.2
2018-08-09,99.33,72.8
2018-08-10,40.25,35.8
2018-08-11,17.58,16.4
2018-08-12,73.17,55.2
2018-08-13,35.23,32.7
2018-08-14,64.46,51.3
2018-08-15,88.77,67.0
2018-08-16,27.69,25.6
2018-08-17,22.25,20.8
2018-08-18,20.5,18.9
2018-08-19,23.25,21.8
2018-08-20,72.36,56.5
2018-08-21,44.25,40.9
2018-08-22,50.25,43.9
2018-08-23,52.15,43.5
2018-08-24,59.54,47.0
2018-08-25,21.92,20.3
2018-08-26,20.69,19.2
2018-08-27,30.0,27.6
2018-08-28,38.67,35.3
2018-08-29,40.33,36.6
2018-08-30,96.42,71.5
2018-08-31,39.67,36.7
2018-09-01,52.25,47.2
2018-09-02,62.75,51.7
2018-09-03,25.08,23.4
2018-09-04,31.0,28.0
2018-09-05,50.25,43.8
2018-09-06,64.91,54.5
2018-09-07,31.36,28.9
2018-09-08,31.0,28.6
2018-09-09,34.0,31.5
2018-09-10,47.09,42.8
2018-09-11,41.55,37.7
2018-09-12,44.64,39.6
2018-09-13,53.27,46.4
2018-09-14,49.33,43.7
2018-09-15,39.08,36.2
2018-09-16,37.83,35.0
2018-09-17,46.92,42.0
2018-09-18,46.33,42.4
2018-09-19,30.0,27.7
2018-09-20,20.09,18.6
2018-09-21,29.0,26.8
2018-09-22,24.92,23.2
2018-09-23,17.58,16.4
2018-09-24,30.33,28.1
2018-09-25,36.0,32.8
2018-09-26,42.17,38.2
2018-09-27,41.75,37.3
